f,cm_angle.dist_ctr2best.mean,cm_angle.dist_ctr2best.sd,cm_angle.dist_ctr2worst.mean,cm_angle.dist_ctr2worst.sd,cm_angle.angle.mean,cm_angle.angle.sd,cm_angle.y_ratio_best2worst.mean,cm_angle.y_ratio_best2worst.sd,cm_angle.costs_fun_evals,cm_angle.costs_runtime,cm_grad.mean,cm_grad.sd,cm_grad.costs_fun_evals,cm_grad.costs_runtime,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_fun_evals,ela_distr.costs_runtime,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.mmce_mda_10,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.lda_mda_25,ela_level.qda_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_qda_50,ela_level.lda_mda_50,ela_level.qda_mda_50,ela_level.costs_fun_evals,ela_level.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_fun_evals,ela_meta.costs_runtime,basic.dim,basic.observations,basic.lower_min,basic.lower_max,basic.upper_min,basic.upper_max,basic.objective_min,basic.objective_max,basic.blocks_min,basic.blocks_max,basic.cells_total,basic.cells_filled,basic.minimize_fun,basic.costs_fun_evals,basic.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_fun_evals,disp.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_fun_evals,nbc.costs_runtime,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init,pca.costs_fun_evals,pca.costs_runtime,ic.h.max,ic.eps.s,ic.eps.max,ic.eps.ratio,ic.m0,ic.costs_fun_evals,ic.costs_runtime
1,10.6405770992921,,15.929817559709301,,108.568824604143,,1.0,,0.0,0.00300000000015643,0.120561919985325,,0.0,0.0840000000002874,0.20221192331485,-0.271625138496833,1.0,0.0,0.00199999999995271,0.092,0.08900000000000001,0.083,1.03370786516854,1.10843373493976,1.07228915662651,0.146,0.121,0.128,1.20661157024793,1.140625,0.9453125,0.212,0.19399999999999998,0.198,1.0927835051546402,1.0707070707070698,0.97979797979798,0.0,5.496000000000089,0.725105321212717,376.55661924193,0.0905661901852598,8.08902078307606,89.3161208010337,0.681094758205072,1.0,1.00000000000001,1.0,0.0,0.570999999999913,23,1000,-5,-5,5,5,180.293543168351,600.000786601955,1,1,1,1,True,0,0.0009999999997489788,0.7939184631711841,0.844024877475583,0.869131300479315,0.9068408289422929,0.8019704631488391,0.849398369786202,0.8720171638256751,0.9080335140570072,-4.00151911496849,-3.0285946225229,-2.5410990753532796,-1.8088869554174798,-3.84728380799926,-2.92586258894966,-2.48642854568398,-1.7867090832666999,0.0,0.0529999999998836,1.00513088084602,0.971477637065029,0.7727311496462809,0.0520922651209786,-0.487915167098712,0.0,0.132999999999811,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0571138097514031,0.0573483919762146,0.9641838949436701,0.0807847132011093,0.0,0.00400000000036016,0.849838482060534,1.14614614614615,2.3193450592744305,0.5855855855855849,0.587174348697395,0.0,0.353000000000065
1,12.9686167419342,,15.945504265787498,,97.21543256527269,,1.0,,0.0,0.0029999999997016896,0.127581927930483,,0.0,0.0889999999999418,0.167181141959839,-0.13016938254128,1.0,0.0,0.00199999999995271,0.065,0.08,0.073,0.8125,0.890410958904109,1.0958904109589,0.14300000000000002,0.158,0.146,0.905063291139241,0.979452054794521,1.0821917808219201,0.152,0.172,0.153,0.8837209302325579,0.9934640522875821,1.12418300653595,0.0,5.56100000000015,0.797059008523937,746.833743365186,0.0593477228668761,8.00966439228389,134.961612769044,0.76952055561111,1.0,1.00000000000002,1.0,0.0,0.572999999999865,23,1000,-5,-5,5,5,516.721801972599,996.419029252984,1,1,1,1,True,0,0.0009999999997489788,0.824589759234816,0.8444736233450219,0.877000262308812,0.920874926732001,0.830883070713107,0.8436601494666891,0.879015460410355,0.922959432903391,-3.41669412574053,-3.02939016101187,-2.3958263748106297,-1.5412222904104298,-3.297635103058,-3.04849302372855,-2.3590947775625404,-1.5022249959748,0.0,0.0640000000003056,0.986436783298433,0.9685098978174259,0.752481419509538,0.0565313771426514,-0.464963706988685,0.0,0.119999999999891,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0563052292949588,0.0559317321392897,0.9726064173930441,0.0797651601530807,0.0,0.00300000000015643,0.8604043012406708,1.20620620620621,2.54334576130465,0.6656656656656651,0.5841683366733471,0.0,0.338999999999942
1,12.0728191837428,,16.5219371829295,,114.06279646303899,,1.0,,0.0,0.00399999999990541,0.12492476270621801,,0.0,0.0840000000002874,0.33980818421935605,0.11047753347750802,1.0,0.0,0.00199999999995271,0.081,0.087,0.07400000000000001,0.931034482758621,1.0945945945945899,1.1756756756756799,0.132,0.156,0.13,0.8461538461538459,1.01538461538462,1.2,0.17300000000000001,0.17600000000000002,0.18,0.982954545454545,0.9611111111111109,0.9777777777777779,0.0,5.62699999999995,0.782539381477163,86.6996436359589,0.28259353119119895,8.393858466269151,29.702939168094396,0.7552565890221571,1.0,1.00000000000001,1.0,0.0,0.584000000000287,23,1000,-5,-5,5,5,-131.8634003682,357.37277245497904,1,1,1,1,True,0,0.00799999999981083,0.804814495961278,0.848447113667202,0.8727990011500899,0.9198994150303309,0.8136446136287031,0.8509758004696291,0.8750821858036191,0.920539730665883,-3.7675989463073396,-2.9253734680215198,-2.45531732285347,-1.5461541625061102,-3.6009850071572993,-2.8796264957068995,-2.41381365361659,-1.5354277872426798,0.0,0.0630000000001019,1.03029969765048,0.9680695735404159,0.763887040755745,0.058317577535876,-0.477521320619878,0.0,0.118999999999687,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0583730211608783,0.0579335788848242,0.970790437537557,0.079585634260659,0.0,0.00399999999990541,0.86032380914175,1.18618618618619,2.42876438246045,0.605605605605605,0.583166332665331,0.0,0.368999999999687
1,13.7661128330354,,14.997943206131598,,106.85783535957701,,1.0,,0.0,0.00300000000015643,0.13920884691387,,0.0,0.10300000000006501,0.18661054155374898,-0.151794900876558,1.0,0.0,0.00199999999995271,0.079,0.094,0.075,0.840425531914894,1.05333333333333,1.25333333333333,0.129,0.124,0.12300000000000001,1.0403225806451601,1.04878048780488,1.00813008130081,0.168,0.195,0.177,0.861538461538462,0.949152542372881,1.1016949152542401,0.0,5.658999999999651,0.777487763596877,170.176373551007,0.34981673582329603,8.08720804244219,23.118413770024098,0.736946452926782,1.0,1.00000000000001,1.0,0.0,0.5990000000001601,23,1000,-5,-5,5,5,-29.918151131326198,410.416840825947,1,1,1,1,True,0,0.00100000000020373,0.814267355116255,0.851014654983747,0.880145159668106,0.9183428216707191,0.8181974583490029,0.853484314715247,0.881123831353948,0.919866757596101,-3.60441016663415,-2.89127575064794,-2.3259562436263903,-1.58467545612643,-3.53068011264237,-2.84539485271936,-2.30862407474728,-1.55622051676329,0.0,0.0419999999999163,1.01945773587181,0.970009273551343,0.767866440811413,0.0546746200310043,-0.506325105646086,0.0,0.126000000000204,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0573767558524167,0.0566986456275462,0.968748811139142,0.0804220225332901,0.0,0.00799999999981083,0.858777352099281,1.18618618618619,2.6633327251749797,0.6656656656656651,0.575150300601202,0.0,0.5519999999996801
1,12.779201918136401,,16.1934944830682,,107.050847161062,,1.0,,0.0,0.00399999999990541,0.10803615567194098,,0.0,0.0849999999995816,0.29435515369656606,-0.0244597514714284,1.0,0.0,0.00100000000020373,0.09699999999999999,0.102,0.099,0.9509803921568629,0.97979797979798,1.03030303030303,0.168,0.179,0.155,0.93854748603352,1.0838709677419398,1.15483870967742,0.21600000000000003,0.20800000000000002,0.212,1.03846153846154,1.0188679245283,0.981132075471698,0.0,5.48399999999992,0.665357074369545,243.222916597844,0.0665445472022495,7.346396731999531,110.39817747458,0.620275997554151,1.0,1.00000000000001,1.0,0.0,0.6149999999997819,23,1000,-5,-5,5,5,90.45240717510781,433.10072195787103,1,1,1,1,True,0,0.0009999999997489788,0.826250489056131,0.8515533099963191,0.876490887012486,0.9189278877714508,0.82768563196937,0.855357565966854,0.879492318545547,0.920070583986029,-3.37859087938817,-2.88657291866465,-2.40165719255317,-1.57646198518855,-3.35429371987292,-2.8156282824788703,-2.3458180749458197,-1.55591632452329,0.0,0.0660000000002583,0.9878155658137651,0.970413972349734,0.7551961879876671,0.0545009530234986,-0.5015330625159979,0.0,0.126999999999953,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.05541102763099,0.0552004295295242,0.9506324390519941,0.0767432956110798,0.0,0.00400000000036016,0.8529837038272591,1.08608608608609,2.01978575681988,0.545545545545545,0.591182364729459,0.0,0.311999999999898
1,11.6726986677842,,16.450879451732,,95.86008007464599,,1.0,,0.0,0.00399999999990541,0.129073209665067,,0.0,0.0940000000000509,0.255611577515076,-0.0248212629568791,1.0,0.0,0.0009999999997489788,0.095,0.087,0.08800000000000001,1.09195402298851,1.07954545454545,0.9886363636363641,0.15,0.146,0.146,1.0273972602739698,1.0273972602739698,1.0,0.177,0.177,0.18,1.0,0.9833333333333342,0.9833333333333342,0.0,5.549000000000429,0.734384529927629,88.0733515267408,0.18266166695917602,7.3111780760781695,40.0257930292085,0.6850772932181349,1.0,1.00000000000001,1.0,0.0,0.597999999999956,23,1000,-5,-5,5,5,-93.9787829721109,338.80173495183703,1,1,1,1,True,0,0.0009999999997489788,0.806608914451732,0.8341882985232509,0.856266373051745,0.908759469999417,0.797002799163601,0.8363468180770149,0.8579627403731801,0.9090746223462579,-3.7570555585184997,-3.22126417013749,-2.7923480575178,-1.77255192207558,-3.9486301448899903,-3.1833241285383904,-2.7628588115953,-1.76864846244073,0.0,0.0579999999999927,1.0319281013164399,0.9723365806796179,0.7840887822207969,0.0529674370041675,-0.472533894015645,0.0,0.115999999999985,0.8695652173913041,0.8695652173913041,0.0416666666666667,0.875,0.056402992463834005,0.0563027083096544,0.9628769304562241,0.0795553216811733,0.0,0.00399999999990541,0.8593562158148621,1.16616616616617,2.42876438246045,0.6256256256256251,0.5721442885771539,0.0,0.307999999999993
1,13.009176095809698,,15.734254316496802,,115.649500398892,,1.0,,0.0,0.00300000000015643,0.12996476946149302,,0.0,0.10199999999986199,0.23399733826368302,-0.260780638228063,1.0,0.0,0.00199999999995271,0.09,0.094,0.087,0.9574468085106379,1.03448275862069,1.0804597701149399,0.129,0.14800000000000002,0.14,0.871621621621622,0.9214285714285709,1.05714285714286,0.166,0.16399999999999998,0.16899999999999998,1.01219512195122,0.9822485207100591,0.970414201183432,0.0,5.36400000000003,0.7598281641635959,-687.5123891577459,0.0156818457850913,7.62414951216117,486.17679427822503,0.7283814839910899,1.0,1.00000000000001,1.0,0.0,0.588999999999942,23,1000,-5,-5,5,5,-859.2133551850129,-433.781939008742,1,1,1,1,True,0,0.00100000000020373,0.8084514755790121,0.8421424289815842,0.8727541836396531,0.91929185559122,0.8097968363697429,0.841773698045335,0.8728948945590559,0.920245577498304,-3.72082382350101,-3.06637815530448,-2.4717458220342996,-1.5677530660938102,-3.69969607805511,-3.07770500560547,-2.4723577206884904,-1.5513260584385702,0.0,0.0509999999999309,1.0119797136774,0.967675795796899,0.751841825236053,0.0587317396966133,-0.458158585340017,0.0,0.12100000000009499,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0547315544634047,0.05442355988428799,0.9663272517971191,0.0803970138161969,0.0,0.00500000000010914,0.852182959138114,1.16616616616617,2.21485523372636,0.5855855855855849,0.591182364729459,0.0,0.337999999999738
1,13.819982763618698,,16.487909134410803,,103.610342825394,,1.0,,0.0,0.0139999999996689,0.13402226370559697,,0.0,0.0869999999999891,0.21745432984114302,0.276130933010709,1.0,0.0,0.0029999999997016896,0.078,0.09,0.075,0.866666666666667,1.04,1.2,0.155,0.14400000000000002,0.157,1.07638888888889,0.987261146496815,0.917197452229299,0.165,0.187,0.171,0.882352941176471,0.964912280701754,1.09356725146199,0.0,5.621000000000089,0.766229206976749,278.166473744285,0.13486952535749303,7.80215251631096,57.849632788653295,0.7215363396578192,1.0,1.00000000000001,1.0,0.0,0.5929999999998471,23,1000,-5,-5,5,5,33.6151103279033,566.780108290856,1,1,1,1,True,0,0.0009999999997489788,0.805378714566298,0.839449900906958,0.8703966617284999,0.912790612415124,0.798061813870256,0.837830648216402,0.8697659925426771,0.9133288729434229,-3.7684283283843,-3.10871208253955,-2.5094937088053997,-1.68862478707575,-3.9129681341289704,-3.1423650871750897,-2.52355203801327,-1.67943153705229,0.0,0.0640000000003056,1.03640118104914,0.970034988907302,0.7837657426306971,0.0561431617264516,-0.492532385301906,0.0,0.119999999999891,0.8695652173913041,0.8695652173913041,0.0416666666666667,0.833333333333333,0.0580809196720427,0.0578274785519284,0.9693362501574069,0.0828255492623298,0.0,0.00399999999990541,0.8645979629890079,1.18618618618619,2.42876438246045,0.6256256256256251,0.5821643286573149,0.0,0.320000000000164
1,12.9984490449951,,16.9267821936561,,97.0964135399024,,1.0,,0.0,0.0029999999997016896,0.14146720902318902,,0.0,0.0919999999996435,0.314296988149005,-0.137571668039065,1.0,0.0,0.00199999999995271,0.075,0.084,0.08,0.892857142857143,0.9375,1.05,0.157,0.16899999999999998,0.166,0.928994082840237,0.94578313253012,1.01807228915663,0.18600000000000003,0.195,0.205,0.953846153846154,0.9073170731707321,0.9512195121951221,0.0,5.48399999999992,0.77007395773446,215.162978935933,0.88995156459712,6.97113690694486,7.833164392604541,0.7393925519865591,1.0,1.0,1.0,0.0,0.6150000000002359,23,1000,-5,-5,5,5,38.1597325980711,491.535934855228,1,1,1,1,True,0,0.00100000000020373,0.835641510456072,0.8618137579653851,0.886811510321363,0.9195161416455359,0.846040786218474,0.863353799959447,0.887664809879431,0.9207104543890391,-3.19517082028647,-2.6863756751429397,-2.2004130143628395,-1.5646266671824098,-2.9957619652629797,-2.65888269188034,-2.1858353368921,-1.54282812408595,0.0,0.0450000000000728,0.9952435672141909,0.967597957631097,0.7569282174006741,0.0565966829813854,-0.487072501096689,0.0,0.130000000000109,0.91304347826087,0.91304347826087,0.0416666666666667,0.875,0.0578648555322534,0.0572514501024112,0.9684573922302379,0.0822430117816919,0.0,0.00399999999990541,0.863255540013285,1.16616616616617,2.92055551218274,0.6256256256256251,0.619238476953908,0.0,0.34499999999979997
1,13.0282730080051,,16.4782535966608,,95.7277358306752,,1.0,,0.0,0.00300000000015643,0.119299262015533,,0.0,0.0990000000001601,0.189140685265593,0.23901666537601698,1.0,0.0,0.00199999999995271,0.085,0.08199999999999999,0.084,1.0365853658536601,1.01190476190476,0.9761904761904759,0.136,0.131,0.132,1.0381679389313,1.03030303030303,0.9924242424242421,0.16899999999999998,0.18600000000000003,0.172,0.908602150537634,0.9825581395348841,1.08139534883721,0.0,5.4369999999999,0.7567024356272409,305.035962882136,0.0027394337235130198,7.9794708769927505,2912.81764128973,0.7320655235432041,1.0,1.00000000000001,1.0,0.0,0.585999999999785,23,1000,-5,-5,5,5,94.12626691529009,570.995501106462,1,1,1,1,True,0,0.0009999999997489788,0.7978075475549771,0.8423688367770441,0.875315698188855,0.92394171666355,0.7999867172971,0.84342995556938,0.877656187832835,0.923933073485682,-3.9407190048926095,-3.07222209911586,-2.4300897081830697,-1.48237146836603,-3.9030012970992702,-3.05526252177621,-2.38738173349121,-1.48434798349236,0.0,0.0529999999998836,1.0162561790617402,0.9672614015105179,0.746784494751913,0.0577943400466211,-0.454108602449164,0.0,0.13699999999971602,0.8695652173913041,0.91304347826087,0.0416666666666667,0.875,0.0581556554579259,0.0572912549088579,0.9635658506614371,0.0810926413382937,0.0,0.00500000000010914,0.856538814373039,1.16616616616617,2.42876438246045,0.5855855855855849,0.574148296593186,0.0,0.37300000000004707
